Navn;Stasjon;Tid(norsk normaltid);Snødybde
Folgefonna Skisenter;SN49085;03.08.2020;0
Folgefonna Skisenter;SN49085;04.08.2020;0
Folgefonna Skisenter;SN49085;05.08.2020;0
Folgefonna Skisenter;SN49085;06.08.2020;0
Folgefonna Skisenter;SN49085;07.08.2020;0
Folgefonna Skisenter;SN49085;08.08.2020;0
Folgefonna Skisenter;SN49085;09.08.2020;0
Folgefonna Skisenter;SN49085;10.08.2020;0
Folgefonna Skisenter;SN49085;11.08.2020;0
Folgefonna Skisenter;SN49085;12.08.2020;0
Folgefonna Skisenter;SN49085;13.08.2020;0
Folgefonna Skisenter;SN49085;14.08.2020;0
Folgefonna Skisenter;SN49085;15.08.2020;0
Folgefonna Skisenter;SN49085;16.08.2020;0
Folgefonna Skisenter;SN49085;17.08.2020;0
Folgefonna Skisenter;SN49085;18.08.2020;0
Folgefonna Skisenter;SN49085;19.08.2020;0
Folgefonna Skisenter;SN49085;20.08.2020;0
Folgefonna Skisenter;SN49085;21.08.2020;0
Folgefonna Skisenter;SN49085;22.08.2020;0
Folgefonna Skisenter;SN49085;23.08.2020;0
Folgefonna Skisenter;SN49085;24.08.2020;0
Folgefonna Skisenter;SN49085;25.08.2020;0
Folgefonna Skisenter;SN49085;26.08.2020;0
Folgefonna Skisenter;SN49085;27.08.2020;0
Folgefonna Skisenter;SN49085;28.08.2020;0
Folgefonna Skisenter;SN49085;29.08.2020;0
Folgefonna Skisenter;SN49085;30.08.2020;0
Folgefonna Skisenter;SN49085;31.08.2020;0
Folgefonna Skisenter;SN49085;01.09.2020;0
Folgefonna Skisenter;SN49085;02.09.2020;0
Folgefonna Skisenter;SN49085;03.09.2020;0
Folgefonna Skisenter;SN49085;04.09.2020;0
Folgefonna Skisenter;SN49085;05.09.2020;0
Folgefonna Skisenter;SN49085;06.09.2020;0
Folgefonna Skisenter;SN49085;07.09.2020;0
Folgefonna Skisenter;SN49085;08.09.2020;0
Folgefonna Skisenter;SN49085;09.09.2020;0
Folgefonna Skisenter;SN49085;10.09.2020;0
Folgefonna Skisenter;SN49085;11.09.2020;0
Folgefonna Skisenter;SN49085;12.09.2020;0
Folgefonna Skisenter;SN49085;13.09.2020;0
Folgefonna Skisenter;SN49085;14.09.2020;0
Folgefonna Skisenter;SN49085;15.09.2020;0
Folgefonna Skisenter;SN49085;16.09.2020;0
Folgefonna Skisenter;SN49085;17.09.2020;0
Folgefonna Skisenter;SN49085;18.09.2020;0
Folgefonna Skisenter;SN49085;19.09.2020;0
Folgefonna Skisenter;SN49085;20.09.2020;0
Folgefonna Skisenter;SN49085;21.09.2020;0
Folgefonna Skisenter;SN49085;22.09.2020;0
Folgefonna Skisenter;SN49085;23.09.2020;0
Folgefonna Skisenter;SN49085;24.09.2020;0
Folgefonna Skisenter;SN49085;25.09.2020;0
Folgefonna Skisenter;SN49085;26.09.2020;0
Folgefonna Skisenter;SN49085;27.09.2020;0
Folgefonna Skisenter;SN49085;28.09.2020;0
Folgefonna Skisenter;SN49085;29.09.2020;0
Folgefonna Skisenter;SN49085;30.09.2020;0
Folgefonna Skisenter;SN49085;01.10.2020;0
Folgefonna Skisenter;SN49085;02.10.2020;0
Folgefonna Skisenter;SN49085;03.10.2020;0
Folgefonna Skisenter;SN49085;04.10.2020;0
Folgefonna Skisenter;SN49085;05.10.2020;0
Folgefonna Skisenter;SN49085;06.10.2020;0
Folgefonna Skisenter;SN49085;07.10.2020;0
Folgefonna Skisenter;SN49085;08.10.2020;0
Folgefonna Skisenter;SN49085;09.10.2020;0
Folgefonna Skisenter;SN49085;10.10.2020;0
Folgefonna Skisenter;SN49085;11.10.2020;0
Folgefonna Skisenter;SN49085;12.10.2020;0
Folgefonna Skisenter;SN49085;13.10.2020;0
Folgefonna Skisenter;SN49085;14.10.2020;0
Folgefonna Skisenter;SN49085;15.10.2020;0
Folgefonna Skisenter;SN49085;16.10.2020;0
Folgefonna Skisenter;SN49085;17.10.2020;0
Folgefonna Skisenter;SN49085;18.10.2020;0
Folgefonna Skisenter;SN49085;19.10.2020;0
Folgefonna Skisenter;SN49085;20.10.2020;0
Folgefonna Skisenter;SN49085;21.10.2020;0
Folgefonna Skisenter;SN49085;22.10.2020;0
Folgefonna Skisenter;SN49085;23.10.2020;0
Folgefonna Skisenter;SN49085;24.10.2020;0
Folgefonna Skisenter;SN49085;25.10.2020;0
Folgefonna Skisenter;SN49085;26.10.2020;0
Folgefonna Skisenter;SN49085;27.10.2020;0
Folgefonna Skisenter;SN49085;28.10.2020;0
Folgefonna Skisenter;SN49085;29.10.2020;65
Folgefonna Skisenter;SN49085;30.10.2020;56
Folgefonna Skisenter;SN49085;31.10.2020;39
Folgefonna Skisenter;SN49085;01.11.2020;22
Folgefonna Skisenter;SN49085;02.11.2020;18
Folgefonna Skisenter;SN49085;03.11.2020;41
Folgefonna Skisenter;SN49085;04.11.2020;63
Folgefonna Skisenter;SN49085;05.11.2020;53
Folgefonna Skisenter;SN49085;06.11.2020;32
Folgefonna Skisenter;SN49085;07.11.2020;28
Folgefonna Skisenter;SN49085;08.11.2020;26
Folgefonna Skisenter;SN49085;09.11.2020;25
Folgefonna Skisenter;SN49085;10.11.2020;20
Folgefonna Skisenter;SN49085;11.11.2020;16
Folgefonna Skisenter;SN49085;12.11.2020;6
Folgefonna Skisenter;SN49085;13.11.2020;3
Folgefonna Skisenter;SN49085;14.11.2020;9
Folgefonna Skisenter;SN49085;15.11.2020;0
Folgefonna Skisenter;SN49085;16.11.2020;0
Folgefonna Skisenter;SN49085;17.11.2020;8
Folgefonna Skisenter;SN49085;18.11.2020;0
Folgefonna Skisenter;SN49085;19.11.2020;0
Folgefonna Skisenter;SN49085;20.11.2020;13
Folgefonna Skisenter;SN49085;21.11.2020;36
Folgefonna Skisenter;SN49085;22.11.2020;80
Folgefonna Skisenter;SN49085;23.11.2020;114
Folgefonna Skisenter;SN49085;24.11.2020;122
Folgefonna Skisenter;SN49085;25.11.2020;108
Folgefonna Skisenter;SN49085;26.11.2020;115
Folgefonna Skisenter;SN49085;27.11.2020;112
Folgefonna Skisenter;SN49085;28.11.2020;110
Folgefonna Skisenter;SN49085;29.11.2020;108
Folgefonna Skisenter;SN49085;30.11.2020;108
Folgefonna Skisenter;SN49085;01.12.2020;110
Folgefonna Skisenter;SN49085;02.12.2020;109
Folgefonna Skisenter;SN49085;03.12.2020;95
Folgefonna Skisenter;SN49085;04.12.2020;71
Folgefonna Skisenter;SN49085;05.12.2020;95
Folgefonna Skisenter;SN49085;06.12.2020;80
Folgefonna Skisenter;SN49085;07.12.2020;93
Folgefonna Skisenter;SN49085;08.12.2020;93
Folgefonna Skisenter;SN49085;09.12.2020;93
Folgefonna Skisenter;SN49085;10.12.2020;93
Folgefonna Skisenter;SN49085;11.12.2020;93
Folgefonna Skisenter;SN49085;12.12.2020;93
Folgefonna Skisenter;SN49085;13.12.2020;93
Folgefonna Skisenter;SN49085;14.12.2020;92
Folgefonna Skisenter;SN49085;15.12.2020;93
Folgefonna Skisenter;SN49085;16.12.2020;99
Folgefonna Skisenter;SN49085;17.12.2020;92
Folgefonna Skisenter;SN49085;18.12.2020;92
Folgefonna Skisenter;SN49085;19.12.2020;93
Folgefonna Skisenter;SN49085;20.12.2020;101
Folgefonna Skisenter;SN49085;21.12.2020;108
Folgefonna Skisenter;SN49085;22.12.2020;114
Folgefonna Skisenter;SN49085;23.12.2020;118
Folgefonna Skisenter;SN49085;24.12.2020;122
Folgefonna Skisenter;SN49085;25.12.2020;122
Folgefonna Skisenter;SN49085;26.12.2020;122
Folgefonna Skisenter;SN49085;27.12.2020;127
Folgefonna Skisenter;SN49085;28.12.2020;131
Folgefonna Skisenter;SN49085;29.12.2020;136
Folgefonna Skisenter;SN49085;30.12.2020;136
Folgefonna Skisenter;SN49085;31.12.2020;136
Folgefonna Skisenter;SN49085;15.01.2021;125
Folgefonna Skisenter;SN49085;16.01.2021;123
Folgefonna Skisenter;SN49085;17.01.2021;72
Folgefonna Skisenter;SN49085;18.01.2021;72
Folgefonna Skisenter;SN49085;19.01.2021;72
Folgefonna Skisenter;SN49085;20.01.2021;72
Folgefonna Skisenter;SN49085;21.01.2021;71
Folgefonna Skisenter;SN49085;22.01.2021;70
Folgefonna Skisenter;SN49085;23.01.2021;70
Folgefonna Skisenter;SN49085;24.01.2021;70
Folgefonna Skisenter;SN49085;25.01.2021;93
Folgefonna Skisenter;SN49085;26.01.2021;98
Folgefonna Skisenter;SN49085;27.01.2021;101
Folgefonna Skisenter;SN49085;28.01.2021;100
Folgefonna Skisenter;SN49085;29.01.2021;103
Folgefonna Skisenter;SN49085;30.01.2021;103
Folgefonna Skisenter;SN49085;31.01.2021;104
Folgefonna Skisenter;SN49085;01.02.2021;104
Folgefonna Skisenter;SN49085;02.02.2021;103
Folgefonna Skisenter;SN49085;03.02.2021;100
Folgefonna Skisenter;SN49085;04.02.2021;94
Folgefonna Skisenter;SN49085;05.02.2021;71
Folgefonna Skisenter;SN49085;06.02.2021;71
Folgefonna Skisenter;SN49085;07.02.2021;71
Folgefonna Skisenter;SN49085;08.02.2021;70
Folgefonna Skisenter;SN49085;09.02.2021;70
Folgefonna Skisenter;SN49085;10.02.2021;70
Folgefonna Skisenter;SN49085;11.02.2021;70
Folgefonna Skisenter;SN49085;12.02.2021;69
Folgefonna Skisenter;SN49085;13.02.2021;69
Folgefonna Skisenter;SN49085;14.02.2021;69
Folgefonna Skisenter;SN49085;15.02.2021;69
Folgefonna Skisenter;SN49085;16.02.2021;69
Folgefonna Skisenter;SN49085;17.02.2021;69
Folgefonna Skisenter;SN49085;18.02.2021;69
Folgefonna Skisenter;SN49085;19.02.2021;55
Folgefonna Skisenter;SN49085;20.02.2021;76
Folgefonna Skisenter;SN49085;21.02.2021;61
Folgefonna Skisenter;SN49085;22.02.2021;60
Folgefonna Skisenter;SN49085;23.02.2021;69
Folgefonna Skisenter;SN49085;24.02.2021;68
Folgefonna Skisenter;SN49085;25.02.2021;83
Folgefonna Skisenter;SN49085;26.02.2021;111
Folgefonna Skisenter;SN49085;27.02.2021;108
Folgefonna Skisenter;SN49085;28.02.2021;105
Folgefonna Skisenter;SN49085;01.03.2021;105
Folgefonna Skisenter;SN49085;02.03.2021;108
Folgefonna Skisenter;SN49085;03.03.2021;107
Folgefonna Skisenter;SN49085;04.03.2021;106
Folgefonna Skisenter;SN49085;05.03.2021;53
Folgefonna Skisenter;SN49085;06.03.2021;54
Folgefonna Skisenter;SN49085;07.03.2021;65
Folgefonna Skisenter;SN49085;08.03.2021;61
Folgefonna Skisenter;SN49085;09.03.2021;61
Folgefonna Skisenter;SN49085;10.03.2021;61
Folgefonna Skisenter;SN49085;11.03.2021;59
Folgefonna Skisenter;SN49085;12.03.2021;90
Folgefonna Skisenter;SN49085;13.03.2021;107
Folgefonna Skisenter;SN49085;14.03.2021;101
Folgefonna Skisenter;SN49085;15.03.2021;99
Folgefonna Skisenter;SN49085;16.03.2021;99
Folgefonna Skisenter;SN49085;17.03.2021;98
Folgefonna Skisenter;SN49085;18.03.2021;97
Folgefonna Skisenter;SN49085;19.03.2021;96
Folgefonna Skisenter;SN49085;20.03.2021;94
Folgefonna Skisenter;SN49085;21.03.2021;96
Folgefonna Skisenter;SN49085;22.03.2021;98
Folgefonna Skisenter;SN49085;23.03.2021;98
Folgefonna Skisenter;SN49085;24.03.2021;95
Folgefonna Skisenter;SN49085;25.03.2021;99
Folgefonna Skisenter;SN49085;26.03.2021;95
Folgefonna Skisenter;SN49085;27.03.2021;116
Folgefonna Skisenter;SN49085;28.03.2021;103
Folgefonna Skisenter;SN49085;29.03.2021;112
Folgefonna Skisenter;SN49085;30.03.2021;104
Folgefonna Skisenter;SN49085;31.03.2021;108
Folgefonna Skisenter;SN49085;01.04.2021;104
Folgefonna Skisenter;SN49085;02.04.2021;106
Folgefonna Skisenter;SN49085;03.04.2021;105
Folgefonna Skisenter;SN49085;04.04.2021;105
Folgefonna Skisenter;SN49085;05.04.2021;128
Folgefonna Skisenter;SN49085;06.04.2021;129
Folgefonna Skisenter;SN49085;07.04.2021;131
Folgefonna Skisenter;SN49085;08.04.2021;132
Folgefonna Skisenter;SN49085;09.04.2021;164
Folgefonna Skisenter;SN49085;10.04.2021;187
Folgefonna Skisenter;SN49085;11.04.2021;195
Folgefonna Skisenter;SN49085;12.04.2021;177
Folgefonna Skisenter;SN49085;13.04.2021;174
Folgefonna Skisenter;SN49085;14.04.2021;173
Folgefonna Skisenter;SN49085;15.04.2021;167
Folgefonna Skisenter;SN49085;16.04.2021;74
Folgefonna Skisenter;SN49085;17.04.2021;73
Folgefonna Skisenter;SN49085;18.04.2021;72
Folgefonna Skisenter;SN49085;19.04.2021;70
Folgefonna Skisenter;SN49085;20.04.2021;49
Folgefonna Skisenter;SN49085;21.04.2021;101
Folgefonna Skisenter;SN49085;22.04.2021;98
Folgefonna Skisenter;SN49085;23.04.2021;95
Folgefonna Skisenter;SN49085;24.04.2021;91
Folgefonna Skisenter;SN49085;25.04.2021;89
Folgefonna Skisenter;SN49085;26.04.2021;88
Folgefonna Skisenter;SN49085;27.04.2021;86
Folgefonna Skisenter;SN49085;28.04.2021;83
Folgefonna Skisenter;SN49085;29.04.2021;82
Folgefonna Skisenter;SN49085;30.04.2021;79
Folgefonna Skisenter;SN49085;01.05.2021;76
Folgefonna Skisenter;SN49085;02.05.2021;74
Folgefonna Skisenter;SN49085;03.05.2021;79
Folgefonna Skisenter;SN49085;04.05.2021;74
Folgefonna Skisenter;SN49085;05.05.2021;72
Folgefonna Skisenter;SN49085;06.05.2021;71
Folgefonna Skisenter;SN49085;07.05.2021;74
Folgefonna Skisenter;SN49085;08.05.2021;83
Folgefonna Skisenter;SN49085;09.05.2021;74
Folgefonna Skisenter;SN49085;10.05.2021;63
Folgefonna Skisenter;SN49085;11.05.2021;43
Folgefonna Skisenter;SN49085;12.05.2021;38
Folgefonna Skisenter;SN49085;13.05.2021;35
Folgefonna Skisenter;SN49085;14.05.2021;24
Folgefonna Skisenter;SN49085;15.05.2021;7
Folgefonna Skisenter;SN49085;16.05.2021;0
Folgefonna Skisenter;SN49085;17.05.2021;0
Folgefonna Skisenter;SN49085;18.05.2021;0
Folgefonna Skisenter;SN49085;19.05.2021;0
Folgefonna Skisenter;SN49085;20.05.2021;0
Folgefonna Skisenter;SN49085;21.05.2021;0
Folgefonna Skisenter;SN49085;22.05.2021;0
Folgefonna Skisenter;SN49085;23.05.2021;0
Folgefonna Skisenter;SN49085;24.05.2021;0
Folgefonna Skisenter;SN49085;25.05.2021;0
Folgefonna Skisenter;SN49085;26.05.2021;0
Folgefonna Skisenter;SN49085;27.05.2021;0
Folgefonna Skisenter;SN49085;28.05.2021;0
Folgefonna Skisenter;SN49085;29.05.2021;0
Folgefonna Skisenter;SN49085;30.05.2021;0
Folgefonna Skisenter;SN49085;31.05.2021;0
Folgefonna Skisenter;SN49085;01.06.2021;0
Folgefonna Skisenter;SN49085;02.06.2021;0
Folgefonna Skisenter;SN49085;03.06.2021;0
Folgefonna Skisenter;SN49085;04.06.2021;0
Folgefonna Skisenter;SN49085;05.06.2021;0
Folgefonna Skisenter;SN49085;06.06.2021;0
Folgefonna Skisenter;SN49085;07.06.2021;0
Folgefonna Skisenter;SN49085;08.06.2021;0
Folgefonna Skisenter;SN49085;09.06.2021;0
Folgefonna Skisenter;SN49085;10.06.2021;0
Folgefonna Skisenter;SN49085;11.06.2021;0
Folgefonna Skisenter;SN49085;12.06.2021;0
Folgefonna Skisenter;SN49085;13.06.2021;0
Folgefonna Skisenter;SN49085;14.06.2021;0
Folgefonna Skisenter;SN49085;15.06.2021;0
Folgefonna Skisenter;SN49085;16.06.2021;0
Folgefonna Skisenter;SN49085;17.06.2021;0
Folgefonna Skisenter;SN49085;18.06.2021;0
Folgefonna Skisenter;SN49085;19.06.2021;0
Folgefonna Skisenter;SN49085;20.06.2021;0
Folgefonna Skisenter;SN49085;21.06.2021;0
Folgefonna Skisenter;SN49085;22.06.2021;0
Folgefonna Skisenter;SN49085;23.06.2021;0
Folgefonna Skisenter;SN49085;24.06.2021;0
Folgefonna Skisenter;SN49085;25.06.2021;0
Folgefonna Skisenter;SN49085;26.06.2021;0
Folgefonna Skisenter;SN49085;27.06.2021;0
Folgefonna Skisenter;SN49085;28.06.2021;0
Folgefonna Skisenter;SN49085;29.06.2021;0
Folgefonna Skisenter;SN49085;30.06.2021;0
Folgefonna Skisenter;SN49085;01.07.2021;0
Folgefonna Skisenter;SN49085;02.07.2021;0
Folgefonna Skisenter;SN49085;03.07.2021;0
Folgefonna Skisenter;SN49085;04.07.2021;0
Folgefonna Skisenter;SN49085;05.07.2021;0
Folgefonna Skisenter;SN49085;06.07.2021;0
Folgefonna Skisenter;SN49085;07.07.2021;0
Folgefonna Skisenter;SN49085;08.07.2021;0
Folgefonna Skisenter;SN49085;09.07.2021;0
Folgefonna Skisenter;SN49085;10.07.2021;0
Folgefonna Skisenter;SN49085;11.07.2021;0
Folgefonna Skisenter;SN49085;12.07.2021;0
Folgefonna Skisenter;SN49085;13.07.2021;0
Folgefonna Skisenter;SN49085;14.07.2021;0
Folgefonna Skisenter;SN49085;15.07.2021;0
Folgefonna Skisenter;SN49085;16.07.2021;0
Folgefonna Skisenter;SN49085;17.07.2021;0
Folgefonna Skisenter;SN49085;18.07.2021;0
Folgefonna Skisenter;SN49085;19.07.2021;0
Folgefonna Skisenter;SN49085;20.07.2021;0
Folgefonna Skisenter;SN49085;21.07.2021;0
Folgefonna Skisenter;SN49085;22.07.2021;0
Folgefonna Skisenter;SN49085;23.07.2021;0
Folgefonna Skisenter;SN49085;24.07.2021;0
Folgefonna Skisenter;SN49085;25.07.2021;0
Folgefonna Skisenter;SN49085;26.07.2021;0
Folgefonna Skisenter;SN49085;27.07.2021;0
Folgefonna Skisenter;SN49085;28.07.2021;0
Folgefonna Skisenter;SN49085;29.07.2021;0
Folgefonna Skisenter;SN49085;30.07.2021;0
Folgefonna Skisenter;SN49085;31.07.2021;0
Folgefonna Skisenter;SN49085;01.08.2021;0
Folgefonna Skisenter;SN49085;02.08.2021;0
Folgefonna Skisenter;SN49085;03.08.2021;0
Folgefonna Skisenter;SN49085;04.08.2021;0
Folgefonna Skisenter;SN49085;05.08.2021;0
Folgefonna Skisenter;SN49085;06.08.2021;0
Folgefonna Skisenter;SN49085;07.08.2021;0
Folgefonna Skisenter;SN49085;08.08.2021;0
Folgefonna Skisenter;SN49085;09.08.2021;0
Folgefonna Skisenter;SN49085;10.08.2021;0
Folgefonna Skisenter;SN49085;11.08.2021;0
Folgefonna Skisenter;SN49085;12.08.2021;0
Folgefonna Skisenter;SN49085;13.08.2021;0
Folgefonna Skisenter;SN49085;14.08.2021;0
Folgefonna Skisenter;SN49085;15.08.2021;0
Folgefonna Skisenter;SN49085;16.08.2021;0
Folgefonna Skisenter;SN49085;17.08.2021;0
Folgefonna Skisenter;SN49085;18.08.2021;0
Folgefonna Skisenter;SN49085;19.08.2021;0
Folgefonna Skisenter;SN49085;20.08.2021;0
Folgefonna Skisenter;SN49085;21.08.2021;0
Folgefonna Skisenter;SN49085;22.08.2021;0
Folgefonna Skisenter;SN49085;23.08.2021;0
Folgefonna Skisenter;SN49085;24.08.2021;0
Folgefonna Skisenter;SN49085;25.08.2021;0
Folgefonna Skisenter;SN49085;26.08.2021;0
Folgefonna Skisenter;SN49085;27.08.2021;0
Folgefonna Skisenter;SN49085;28.08.2021;0
Folgefonna Skisenter;SN49085;29.08.2021;0
Folgefonna Skisenter;SN49085;30.08.2021;0
Folgefonna Skisenter;SN49085;31.08.2021;0
Folgefonna Skisenter;SN49085;01.09.2021;0
Folgefonna Skisenter;SN49085;02.09.2021;0
Folgefonna Skisenter;SN49085;03.09.2021;0
Folgefonna Skisenter;SN49085;04.09.2021;0
Folgefonna Skisenter;SN49085;05.09.2021;0
Folgefonna Skisenter;SN49085;06.09.2021;0
Folgefonna Skisenter;SN49085;07.09.2021;0
Folgefonna Skisenter;SN49085;08.09.2021;0
Folgefonna Skisenter;SN49085;09.09.2021;0
Folgefonna Skisenter;SN49085;10.09.2021;0
Folgefonna Skisenter;SN49085;11.09.2021;0
Folgefonna Skisenter;SN49085;12.09.2021;0
Folgefonna Skisenter;SN49085;13.09.2021;0
Folgefonna Skisenter;SN49085;14.09.2021;0
Folgefonna Skisenter;SN49085;15.09.2021;0
Folgefonna Skisenter;SN49085;16.09.2021;0
Folgefonna Skisenter;SN49085;17.09.2021;0
Folgefonna Skisenter;SN49085;18.09.2021;0
Folgefonna Skisenter;SN49085;19.09.2021;0
Folgefonna Skisenter;SN49085;20.09.2021;0
Folgefonna Skisenter;SN49085;21.09.2021;0
Folgefonna Skisenter;SN49085;22.09.2021;0
Folgefonna Skisenter;SN49085;23.09.2021;0
Folgefonna Skisenter;SN49085;24.09.2021;3
Folgefonna Skisenter;SN49085;25.09.2021;0
Folgefonna Skisenter;SN49085;26.09.2021;0
Folgefonna Skisenter;SN49085;27.09.2021;0
Folgefonna Skisenter;SN49085;28.09.2021;0
Folgefonna Skisenter;SN49085;29.09.2021;0
Folgefonna Skisenter;SN49085;30.09.2021;0
Folgefonna Skisenter;SN49085;01.10.2021;0
Folgefonna Skisenter;SN49085;02.10.2021;0
Folgefonna Skisenter;SN49085;03.10.2021;0
Folgefonna Skisenter;SN49085;04.10.2021;0
Folgefonna Skisenter;SN49085;05.10.2021;0
Folgefonna Skisenter;SN49085;06.10.2021;0
Folgefonna Skisenter;SN49085;07.10.2021;0
Folgefonna Skisenter;SN49085;08.10.2021;0
Folgefonna Skisenter;SN49085;09.10.2021;0
Folgefonna Skisenter;SN49085;10.10.2021;0
Folgefonna Skisenter;SN49085;11.10.2021;9
Folgefonna Skisenter;SN49085;12.10.2021;8
Folgefonna Skisenter;SN49085;13.10.2021;9
Folgefonna Skisenter;SN49085;14.10.2021;0
Folgefonna Skisenter;SN49085;15.10.2021;2
Folgefonna Skisenter;SN49085;16.10.2021;26
Folgefonna Skisenter;SN49085;17.10.2021;24
Folgefonna Skisenter;SN49085;18.10.2021;22
Folgefonna Skisenter;SN49085;19.10.2021;10
Folgefonna Skisenter;SN49085;20.10.2021;0
Folgefonna Skisenter;SN49085;21.10.2021;10
Folgefonna Skisenter;SN49085;22.10.2021;61
Folgefonna Skisenter;SN49085;23.10.2021;66
Folgefonna Skisenter;SN49085;24.10.2021;58
Folgefonna Skisenter;SN49085;25.10.2021;40
Folgefonna Skisenter;SN49085;26.10.2021;46
Folgefonna Skisenter;SN49085;27.10.2021;34
Folgefonna Skisenter;SN49085;28.10.2021;21
Folgefonna Skisenter;SN49085;29.10.2021;0
Folgefonna Skisenter;SN49085;30.10.2021;0
Folgefonna Skisenter;SN49085;31.10.2021;0
Folgefonna Skisenter;SN49085;01.11.2021;0
Folgefonna Skisenter;SN49085;02.11.2021;0
Folgefonna Skisenter;SN49085;03.11.2021;0
Folgefonna Skisenter;SN49085;04.11.2021;0
Folgefonna Skisenter;SN49085;05.11.2021;0
Folgefonna Skisenter;SN49085;06.11.2021;16
Folgefonna Skisenter;SN49085;07.11.2021;23
Folgefonna Skisenter;SN49085;08.11.2021;26
Folgefonna Skisenter;SN49085;09.11.2021;25
Folgefonna Skisenter;SN49085;10.11.2021;25
Folgefonna Skisenter;SN49085;11.11.2021;60
Folgefonna Skisenter;SN49085;12.11.2021;60
Folgefonna Skisenter;SN49085;13.11.2021;21
Folgefonna Skisenter;SN49085;14.11.2021;21
Folgefonna Skisenter;SN49085;15.11.2021;21
Folgefonna Skisenter;SN49085;16.11.2021;21
Folgefonna Skisenter;SN49085;17.11.2021;37
Folgefonna Skisenter;SN49085;18.11.2021;111
Folgefonna Skisenter;SN49085;19.11.2021;49
Folgefonna Skisenter;SN49085;20.11.2021;71
Folgefonna Skisenter;SN49085;21.11.2021;81
Folgefonna Skisenter;SN49085;22.11.2021;82
Folgefonna Skisenter;SN49085;23.11.2021;90
Folgefonna Skisenter;SN49085;24.11.2021;91
Folgefonna Skisenter;SN49085;25.11.2021;125
Folgefonna Skisenter;SN49085;26.11.2021;114
Folgefonna Skisenter;SN49085;27.11.2021;86
Folgefonna Skisenter;SN49085;28.11.2021;86
Folgefonna Skisenter;SN49085;29.11.2021;84
Folgefonna Skisenter;SN49085;30.11.2021;88
Folgefonna Skisenter;SN49085;01.12.2021;90
Folgefonna Skisenter;SN49085;02.12.2021;90
Folgefonna Skisenter;SN49085;03.12.2021;90
Folgefonna Skisenter;SN49085;04.12.2021;89
Folgefonna Skisenter;SN49085;05.12.2021;89
Folgefonna Skisenter;SN49085;06.12.2021;89
Folgefonna Skisenter;SN49085;07.12.2021;87
Folgefonna Skisenter;SN49085;08.12.2021;80
Folgefonna Skisenter;SN49085;09.12.2021;80
Folgefonna Skisenter;SN49085;10.12.2021;80
Folgefonna Skisenter;SN49085;11.12.2021;79
Folgefonna Skisenter;SN49085;12.12.2021;79
Folgefonna Skisenter;SN49085;13.12.2021;81
Folgefonna Skisenter;SN49085;14.12.2021;95
Folgefonna Skisenter;SN49085;15.12.2021;104
Folgefonna Skisenter;SN49085;16.12.2021;114
Folgefonna Skisenter;SN49085;17.12.2021;112
Folgefonna Skisenter;SN49085;18.12.2021;108
Folgefonna Skisenter;SN49085;19.12.2021;109
Folgefonna Skisenter;SN49085;20.12.2021;108
Folgefonna Skisenter;SN49085;21.12.2021;108
Folgefonna Skisenter;SN49085;22.12.2021;108
Folgefonna Skisenter;SN49085;23.12.2021;108
Folgefonna Skisenter;SN49085;24.12.2021;109
Folgefonna Skisenter;SN49085;25.12.2021;110
Folgefonna Skisenter;SN49085;26.12.2021;110
Folgefonna Skisenter;SN49085;27.12.2021;108
Folgefonna Skisenter;SN49085;28.12.2021;108
Folgefonna Skisenter;SN49085;29.12.2021;108
Folgefonna Skisenter;SN49085;30.12.2021;111
Folgefonna Skisenter;SN49085;31.12.2021;126
Folgefonna Skisenter;SN49085;01.01.2022;132
Folgefonna Skisenter;SN49085;02.01.2022;133
Folgefonna Skisenter;SN49085;03.01.2022;133
Folgefonna Skisenter;SN49085;04.01.2022;144
Folgefonna Skisenter;SN49085;05.01.2022;168
Folgefonna Skisenter;SN49085;06.01.2022;166
Folgefonna Skisenter;SN49085;07.01.2022;132
Folgefonna Skisenter;SN49085;08.01.2022;132
Folgefonna Skisenter;SN49085;09.01.2022;132
Folgefonna Skisenter;SN49085;10.01.2022;132
Folgefonna Skisenter;SN49085;11.01.2022;132
Folgefonna Skisenter;SN49085;12.01.2022;132
Folgefonna Skisenter;SN49085;13.01.2022;143
Folgefonna Skisenter;SN49085;14.01.2022;144
Folgefonna Skisenter;SN49085;15.01.2022;144
Folgefonna Skisenter;SN49085;16.01.2022;148
Folgefonna Skisenter;SN49085;17.01.2022;146
Folgefonna Skisenter;SN49085;18.01.2022;146
Folgefonna Skisenter;SN49085;19.01.2022;161
Folgefonna Skisenter;SN49085;20.01.2022;175
Folgefonna Skisenter;SN49085;21.01.2022;174
Folgefonna Skisenter;SN49085;22.01.2022;173
Folgefonna Skisenter;SN49085;23.01.2022;171
Folgefonna Skisenter;SN49085;24.01.2022;169
Folgefonna Skisenter;SN49085;25.01.2022;176
Folgefonna Skisenter;SN49085;26.01.2022;202
Folgefonna Skisenter;SN49085;27.01.2022;222
Folgefonna Skisenter;SN49085;28.01.2022;217
Folgefonna Skisenter;SN49085;29.01.2022;255
Folgefonna Skisenter;SN49085;30.01.2022;247
Folgefonna Skisenter;SN49085;31.01.2022;244
Folgefonna Skisenter;SN49085;01.02.2022;256
Folgefonna Skisenter;SN49085;02.02.2022;282
Folgefonna Skisenter;SN49085;03.02.2022;302
Folgefonna Skisenter;SN49085;04.02.2022;301
