Navn;Stasjon;Tid(norsk normaltid);Snødybde
Folgefonna Skisenter;SN49085;28.03.2025;198
Folgefonna Skisenter;SN49085;29.03.2025;221
Folgefonna Skisenter;SN49085;30.03.2025;212
Folgefonna Skisenter;SN49085;31.03.2025;211
Folgefonna Skisenter;SN49085;01.04.2025;209
Folgefonna Skisenter;SN49085;02.04.2025;206
Folgefonna Skisenter;SN49085;03.04.2025;203
Folgefonna Skisenter;SN49085;04.04.2025;202
Folgefonna Skisenter;SN49085;05.04.2025;201
Folgefonna Skisenter;SN49085;06.04.2025;201
Folgefonna Skisenter;SN49085;07.04.2025;201
Folgefonna Skisenter;SN49085;08.04.2025;200
Folgefonna Skisenter;SN49085;09.04.2025;198
Folgefonna Skisenter;SN49085;10.04.2025;198
Folgefonna Skisenter;SN49085;11.04.2025;199
Folgefonna Skisenter;SN49085;12.04.2025;195
Folgefonna Skisenter;SN49085;13.04.2025;193
Folgefonna Skisenter;SN49085;14.04.2025;201
Folgefonna Skisenter;SN49085;15.04.2025;193
Folgefonna Skisenter;SN49085;16.04.2025;185
Folgefonna Skisenter;SN49085;17.04.2025;172
Folgefonna Skisenter;SN49085;18.04.2025;172
Folgefonna Skisenter;SN49085;19.04.2025;170
Folgefonna Skisenter;SN49085;20.04.2025;167
Folgefonna Skisenter;SN49085;21.04.2025;165
Folgefonna Skisenter;SN49085;22.04.2025;164
Folgefonna Skisenter;SN49085;23.04.2025;163
Folgefonna Skisenter;SN49085;24.04.2025;160
Folgefonna Skisenter;SN49085;25.04.2025;160
Folgefonna Skisenter;SN49085;26.04.2025;160
Folgefonna Skisenter;SN49085;27.04.2025;157
Folgefonna Skisenter;SN49085;28.04.2025;153
Folgefonna Skisenter;SN49085;29.04.2025;150
Folgefonna Skisenter;SN49085;30.04.2025;148
Folgefonna Skisenter;SN49085;01.05.2025;144
Folgefonna Skisenter;SN49085;02.05.2025;156
Folgefonna Skisenter;SN49085;03.05.2025;175
Folgefonna Skisenter;SN49085;04.05.2025;169
Folgefonna Skisenter;SN49085;05.05.2025;168
Folgefonna Skisenter;SN49085;06.05.2025;168
Folgefonna Skisenter;SN49085;07.05.2025;165
Folgefonna Skisenter;SN49085;08.05.2025;162
Folgefonna Skisenter;SN49085;09.05.2025;155
Folgefonna Skisenter;SN49085;10.05.2025;150
Folgefonna Skisenter;SN49085;11.05.2025;147
Folgefonna Skisenter;SN49085;12.05.2025;142
Folgefonna Skisenter;SN49085;13.05.2025;137
Folgefonna Skisenter;SN49085;14.05.2025;133
Folgefonna Skisenter;SN49085;15.05.2025;129
Folgefonna Skisenter;SN49085;16.05.2025;124
Folgefonna Skisenter;SN49085;17.05.2025;118
Folgefonna Skisenter;SN49085;18.05.2025;113
Folgefonna Skisenter;SN49085;19.05.2025;109
Folgefonna Skisenter;SN49085;20.05.2025;105
Folgefonna Skisenter;SN49085;21.05.2025;98
Folgefonna Skisenter;SN49085;22.05.2025;98
Folgefonna Skisenter;SN49085;23.05.2025;98
Folgefonna Skisenter;SN49085;24.05.2025;93
Folgefonna Skisenter;SN49085;25.05.2025;90
Folgefonna Skisenter;SN49085;26.05.2025;80
Folgefonna Skisenter;SN49085;27.05.2025;94
Folgefonna Skisenter;SN49085;28.05.2025;105
Folgefonna Skisenter;SN49085;29.05.2025;107
Folgefonna Skisenter;SN49085;30.05.2025;96
Folgefonna Skisenter;SN49085;31.05.2025;93
Folgefonna Skisenter;SN49085;01.06.2025;83
Folgefonna Skisenter;SN49085;02.06.2025;84
Folgefonna Skisenter;SN49085;03.06.2025;83
Folgefonna Skisenter;SN49085;04.06.2025;79
Folgefonna Skisenter;SN49085;05.06.2025;78
Folgefonna Skisenter;SN49085;06.06.2025;75
Folgefonna Skisenter;SN49085;07.06.2025;73
Folgefonna Skisenter;SN49085;08.06.2025;69
Folgefonna Skisenter;SN49085;09.06.2025;70
Folgefonna Skisenter;SN49085;10.06.2025;67
Folgefonna Skisenter;SN49085;11.06.2025;63
Folgefonna Skisenter;SN49085;12.06.2025;58
Folgefonna Skisenter;SN49085;13.06.2025;46
Folgefonna Skisenter;SN49085;14.06.2025;28
Folgefonna Skisenter;SN49085;15.06.2025;7
Folgefonna Skisenter;SN49085;16.06.2025;0
Folgefonna Skisenter;SN49085;17.06.2025;0
Folgefonna Skisenter;SN49085;18.06.2025;0
Folgefonna Skisenter;SN49085;19.06.2025;0
Folgefonna Skisenter;SN49085;20.06.2025;0
Folgefonna Skisenter;SN49085;21.06.2025;0
Folgefonna Skisenter;SN49085;22.06.2025;0
Folgefonna Skisenter;SN49085;23.06.2025;0
Folgefonna Skisenter;SN49085;24.06.2025;0
Folgefonna Skisenter;SN49085;25.06.2025;0
Folgefonna Skisenter;SN49085;26.06.2025;0
Folgefonna Skisenter;SN49085;27.06.2025;0
Folgefonna Skisenter;SN49085;28.06.2025;0
Folgefonna Skisenter;SN49085;29.06.2025;0
Folgefonna Skisenter;SN49085;30.06.2025;0
Folgefonna Skisenter;SN49085;01.07.2025;0
Folgefonna Skisenter;SN49085;02.07.2025;0
Folgefonna Skisenter;SN49085;03.07.2025;0
Folgefonna Skisenter;SN49085;04.07.2025;0
Folgefonna Skisenter;SN49085;05.07.2025;0
Folgefonna Skisenter;SN49085;06.07.2025;0
Folgefonna Skisenter;SN49085;07.07.2025;0
Folgefonna Skisenter;SN49085;08.07.2025;0
Folgefonna Skisenter;SN49085;09.07.2025;0
Folgefonna Skisenter;SN49085;10.07.2025;0
Folgefonna Skisenter;SN49085;11.07.2025;0
Folgefonna Skisenter;SN49085;12.07.2025;0
Folgefonna Skisenter;SN49085;13.07.2025;0
Folgefonna Skisenter;SN49085;14.07.2025;0
Folgefonna Skisenter;SN49085;15.07.2025;0
Folgefonna Skisenter;SN49085;16.07.2025;0
Folgefonna Skisenter;SN49085;17.07.2025;0
Folgefonna Skisenter;SN49085;18.07.2025;0
Folgefonna Skisenter;SN49085;19.07.2025;0
Folgefonna Skisenter;SN49085;20.07.2025;0
Folgefonna Skisenter;SN49085;21.07.2025;0
Folgefonna Skisenter;SN49085;22.07.2025;0
Folgefonna Skisenter;SN49085;23.07.2025;0
Folgefonna Skisenter;SN49085;24.07.2025;0
Folgefonna Skisenter;SN49085;25.07.2025;0
Folgefonna Skisenter;SN49085;26.07.2025;0
Folgefonna Skisenter;SN49085;27.07.2025;0
Folgefonna Skisenter;SN49085;28.07.2025;0
Folgefonna Skisenter;SN49085;29.07.2025;0
Folgefonna Skisenter;SN49085;30.07.2025;0
Folgefonna Skisenter;SN49085;31.07.2025;0
Folgefonna Skisenter;SN49085;01.08.2025;0
Folgefonna Skisenter;SN49085;02.08.2025;0
Folgefonna Skisenter;SN49085;03.08.2025;0
Folgefonna Skisenter;SN49085;04.08.2025;0
Folgefonna Skisenter;SN49085;05.08.2025;0
Folgefonna Skisenter;SN49085;06.08.2025;0
Folgefonna Skisenter;SN49085;07.08.2025;0
Folgefonna Skisenter;SN49085;08.08.2025;0
Folgefonna Skisenter;SN49085;09.08.2025;0
Folgefonna Skisenter;SN49085;10.08.2025;0
Folgefonna Skisenter;SN49085;11.08.2025;0
Folgefonna Skisenter;SN49085;12.08.2025;0
Folgefonna Skisenter;SN49085;13.08.2025;0
Folgefonna Skisenter;SN49085;14.08.2025;0
Folgefonna Skisenter;SN49085;15.08.2025;0
Folgefonna Skisenter;SN49085;16.08.2025;0
Folgefonna Skisenter;SN49085;17.08.2025;0
Folgefonna Skisenter;SN49085;18.08.2025;0
Folgefonna Skisenter;SN49085;19.08.2025;0
Folgefonna Skisenter;SN49085;20.08.2025;0
Folgefonna Skisenter;SN49085;21.08.2025;0
Folgefonna Skisenter;SN49085;22.08.2025;0
Folgefonna Skisenter;SN49085;23.08.2025;0
Folgefonna Skisenter;SN49085;24.08.2025;0
Folgefonna Skisenter;SN49085;25.08.2025;0
Folgefonna Skisenter;SN49085;26.08.2025;0
Folgefonna Skisenter;SN49085;27.08.2025;0
Folgefonna Skisenter;SN49085;28.08.2025;0
Folgefonna Skisenter;SN49085;29.08.2025;0
Folgefonna Skisenter;SN49085;30.08.2025;0
Folgefonna Skisenter;SN49085;31.08.2025;0
Folgefonna Skisenter;SN49085;01.09.2025;0
Folgefonna Skisenter;SN49085;02.09.2025;0
Folgefonna Skisenter;SN49085;03.09.2025;0
Folgefonna Skisenter;SN49085;04.09.2025;0
Folgefonna Skisenter;SN49085;05.09.2025;0
Folgefonna Skisenter;SN49085;06.09.2025;0
Folgefonna Skisenter;SN49085;07.09.2025;0
Folgefonna Skisenter;SN49085;08.09.2025;0
Folgefonna Skisenter;SN49085;09.09.2025;0
Data er gyldig per 09.09.2025 (CC BY 4.0). Meteorologisk institutt (MET);;;
